#CODE;ENGLISH;;;;;;;;;;;;;x
#Event Titles
dw_lilith_dream_title;Dreaming of Lilith;;;;;;;;;;;;;x
dw_pox_purge_title;ª³¦³İùÇ ¬ÈĞ©¹İ ®Èç‰;;;;;;;;;;;;;x
dw_lilith_blood_moon_title;Blood Moon Celebration;;;;;;;;;;;;;x
dw_blood_moon_tribute_payment;Blood Moon Tribute;;;;;;;;;;;;;x
dw_blood_moon_tribute_no_payment;No Blood Moon Tribute;;;;;;;;;;;;;x
dw_incubus_nightmare;Incubus: Nightmare;;;;;;;;;;;;;x
dw_incubus_illusionist;Incubus: Illusionist;;;;;;;;;;;;;x
dw_incubus_monster;Incubus: Monster;;;;;;;;;;;;;x
dw_incubus_leech;Incubus: Leech;;;;;;;;;;;;;x
dw_incubus_seducer;Incubus: Seducer;;;;;;;;;;;;;x
dw_succubus_demoness;Succubus: Demoness;;;;;;;;;;;;;x
dw_succubus_corrupter;Succubus: Corrupter;;;;;;;;;;;;;x
dw_succubus_monster;Succubus: Monster;;;;;;;;;;;;;x
dw_succubus_leech;Succubus: Leech;;;;;;;;;;;;;x
dw_succubus_seductress;Succubus: Seductress;;;;;;;;;;;;;x
dw_lilith_immortal_gift;Lilith's Immortal Gift;;;;;;;;;;;;;x
dw_blood_moon_drunkard;Blood Moon Drunkard;;;;;;;;;;;;;x
dw_blood_moon_gluttony;Blood Moon Gluttony;;;;;;;;;;;;;x
dw_blood_moon_spanking;Blood Moon Spanking;;;;;;;;;;;;;x
dw_blood_moon_ass_ale;Blood Moon Ass Ale;;;;;;;;;;;;;x
dw_blood_moon_lesbian_wine;Blood Moon Wine Tasting;;;;;;;;;;;;;x
dw_beautify_self_title;Beautify Self;;;;;;;;;;;;;x
dw_heal_major_self_title;ª³İäÆÙ ¬³¡³ ®Èë‹;;;;;;;;;;;;;x
dw_incubus_death_dream_title;ìÁÉëÆØùÇ •ÁØ;;;;;;;;;;;;;x
dw_life_leech_title;A Lover's Embrace;;;;;;;;;;;;;x
dw_alter_appearance_title;ù¿èˆ ©¹Ì¡¹İ;;;;;;;;;;;;;x
dw_incubus_intimidation_illusion_title;«ÈÌî‹©·êŒ ùÄ²¹Ù;;;;;;;;;;;;;x
dw_alter_cock_size_title;Cock Shaping;;;;;;;;;;;;;x
dw_alter_tits_size_title;Breast Shaping;;;;;;;;;;;;;x
dw_kiss_of_seduction_title;ë‹ñ»ÉùÇ ¯ÈêŒ;;;;;;;;;;;;;x
dw_succubus_corruption_spell_title;®·Ğ¬·²³Ì éŠ±´;;;;;;;;;;;;;x
dw_lilith_immortality_spell;éÁĞ¨¹ĞùÇ ìŠèÁÌ;;;;;;;;;;;;;x
dw_blood_moon_intimate_art;Intimate Dinner Art;;;;;;;;;;;;;x
dw_heal_minor_self_title;¬³ÉëÆÌ ¬³¡³®Èë‹;;;;;;;;;;;;;x
dw_heal_moderate_self_title;ìÁİäÆÙ ¬³¡³ ®Èë‹;;;;;;;;;;;;;x
#Custom Tooltips
dw_refused_liliths_embrace;I refuse Lilith's embrace. Opening myself to Divine salvation.;;;;;;;;;;;;;x
dw_blood_moon_cooldown;Blood Moon cool down;;;;;;;;;;;;;x
dw_blood_moon_no_show_fallout;Failing to pay tribute will lessen [From.GetFirstName] in people's opinion.;;;;;;;;;;;;;x
dw_blood_moon_celebration_begins;The Blood Moon Celebration Begins!;;;;;;;;;;;;;x
#Decisions
dw_pox_purge;ª³¦³İùÇ ¬ÈĞ©¹İ ¬³¡³®Èç‰;;;;;;;;;;;;;x
dw_pox_purge_desc;¦ÈĞ¦ÈêŒùÇ ¬³¢¹çˆ“· ¢³åÆÌ ¬ÈĞ©¹İ ëÁÌ©³Ì«ÈÌ«È ô¿ĞêŠæˆ «ÈÜëŒ¨¹ äŒ ¬ÈĞ©¹İëŒçˆéŠ°· ¬³ë‹ç»Ù¡¸ ô¿ĞêŠæˆ «ÈÜ¥³. «È ¬³¡È ¬·İÿ¼ ùÇªÈÉëÆĞ ï»İ²´ ¢³åÆÌ «¹Ì«ÈÌæÆĞ«¸¡¸ ë»Ò¡ÈĞ ¬ÈĞ©¹İëÆĞ ¬³¡³®Èë‹²³ĞêŠ«ÈÜ¥³.;;;;;;;;;;;;;x
dw_blood_moon_ritual;éÆĞ¦·æŒ èÁÌ ùÇªÈÉ;;;;;;;;;;;;;x
dw_blood_moon_ritual_desc;«È ïÆÉ©¹Ğ²³Ì ¢³ĞëÆĞ ¡È¢¹Ø²³¨¹ «·¨·¢È ¦ÈĞ¦ÈêŒçÆĞ íÁÉé»É²³Ù¢È¥³.;;;;;;;;;;;;;x
dw_beautify_self;«³çÆØ¥³Ù¡¸ ©¹Ì²³¥³;;;;;;;;;;;;;x
dw_beautify_self_desc;¦ÈĞ¦ÈêŒùÇ ¬³ÉëÆÌ íÁÉé»ÉëŒçˆ, ¢³åÆÌ ù¿èˆçÆĞ ²µİª³İªÈ¯¹ ¥³çÆÌ ª³¦³ØæÆĞéˆ¥³ ¥· ¨´¦¹É¬·ÉëŒçˆ éˆ«Èæˆç»É ²³¡¸ ²³Ğ êŠ «ÈÜ¡¸ ô¿«·Ü¥³. äŒ«¸ ‘³¦³ ¨¹ß¡³¬È åÆİ¦¹ÉæÆĞ«È ²µİª³İô¿Ù¢È¥³.;;;;;;;;;;;;;x
dw_lilith_major_heal_self;ª³İäÆÙ ¬³¡³ ®Èë‹;;;;;;;;;;;;;x
dw_lilith_major_heal_self_desc;¦ÈĞ¦ÈêŒùÇ ¬ÈÌÿ¼ùÇ ¬·Ğ¬·İ«¸ «ÈçŒ¦· ¢³åÆÌ «È¬¸ ²¹İ°´çÆĞ ©³•ŠåÆÌ ¢³ùÇ åÆİ¦¹É«È ìÁİ¥´²³Ì ¬ÈĞ©¹İ«È¢³ éŠª³İæÆĞëÆĞ ®Èç‰²³äˆ «È×«·©·¦ÈÌ ªÈÌ®¸éŠùÄæÆĞ³¬È ¬´ª´İª·İ ªÈ¯ÈĞêŠ «ÈÜ¡¸ ô¿«·Ü¥³.;;;;;;;;;;;;;x
dw_lilith_minor_heal_self;¬³ÉëÆÌ ¬³¡³ ®Èë‹;;;;;;;;;;;;;x
