#CODE;ENGLISH;;;;;;;;;;;;x;
EVTDESC_JD_10023_death;[From.GetHerHis] ¡³ ©³ÝèÁÌ²³Ì æ»Ý«³Ì, [From.GetTitledName], [From.GetJobTitle]ëÆÌ [offmap_china.Governor.GetTitledFirstName]¡³ ìÁÉ«·Ü¥³åÆÌ ¡·ÛëÆÐ «³Ð¦¹ù¼ÜêÆÙ¢È¥³. äŒ¡·ÛëÆÌ ©ÈäÆÉ«È¬È¨³Ì, –ˆ²³Ì ëŠ¦È¡³ [offmap_china.Governor.GetTitle]«¸¡¸ ¥´²´ «ÈÙ¬³ÝëÆÐ ð‰¨¹Ý²´«µ ²³åÆÌ «·ª´É²³Ì ª³Ýÿ¼Ý«¸ å»ã«È¡¸ ô¿Ù¢È¥³. [From.GetJobTitle]ùÇ ù¿ä‰ ©³ÝèÁÌëÆÌ ûÄêˆô¿«·ÜêÆÙ¢È¥³.;;;;;;;;;;;;x;
EVTDESC_JD_10023_prison;[From.GetHerHis] ¡³ ©³ÝèÁÌ²³Ì æ»Ý«³Ì, [From.GetTitledName]ëÆÌ [offmap_china.Governor.GetTitledFirstName]«¸ ¥´²³Ì ù¿ä‰¬·É «ÈØèŠçÆÐ êŠ²´Ý²³åÆÌ ìÁÝ ïŠë»Éô¿«·ÜêÆÙ¢È¥³! æˆ‡ˆéŠ ¬³ÝäÁÌ«¸¡¸ «·‘·Ì ªÈÉùÇ äÆÐëÆÐ éˆ¢´«µ ²³Ð¬È èˆçŒ¡¸Ü¬È¨³Ì, [From.GetHerHis]ùÇ ©³ÝèÁÌ«È ûÄêˆô¿«·Ü¥³åÆÌ ¡·Û¨³ÌëÆÌ ÿ¼ÉªÈÐ²³Ù¢È¥³.;;;;;;;;;;;;x;
EVTDESC_JD_10023_missing;[From.GetHerHis]¡³ ©³ÝèÁÌ²³Ì æ»Ý«³Ì, [From.GetTitledName]¡³ [From.GetJobTitle] çˆéŠ°· éˆ¢´¬¹ÜëÆÐ ‘´ [offmap_china.Governor.GetTitledFirstName] åÆÌ ¬³¦È«¸ «·Ú«·ÜêÆÙ¢È¥³! æˆ‡ˆéŠ ¬³ÝäÁÌ«¸¡¸ «·‘·Ì ªÈÉùÇ äÆÐëÆÐ éˆ¢´«µ ²³Ð¬È èˆçŒ¡¸Ü¬È¨³Ì, [From.GetHerHis]ùÇ ©³ÝèÁÌ«È ûÄêˆô¿«·Ü¥³åÆÌ ¡·Û¨³ÌëÆÌ ÿ¼ÉªÈÐ²³Ù¢È¥³.;;;;;;;;;;;;x;
EVTOPTA_JD_10023;ª·¡Èò¼ÌæÆÐ«¸¡¸ [offmap_china.Governor.GetTitle]«¸¡¸ ±¹Ì¬ÈçÆÐ ˜Œæˆç»É ²´«µ¡¸Ü¥³.;;;;;;;;;;;;x;
EVTOPTB_JD_10023;[offmap_china.Governor.GetTitle] ëÆÌ ¡¹ÐäÁÉ «³Ð¡¸ ô¿Ð ¡·Û «È¥³.;;;;;;;;;;;;x;
gender_is_culturally_or_religiously_eligble_tt;§Y[Root.GetTitledName]§! ùÇ ª·Ý©¹ÐëÆÌ èÁÌÿ¼¬·ÉëŒçˆ ñ»ÉëÆÌ ì»Ýä‰¬·ÉëŒçˆ ¬·É²³Ù\n;;;;;;;;;;;;x;
special_gender_laws_active_tt;ïÆÉ©¹Ð²³Ì §Y©·ÙçÅÐ§! –ˆåÆÌ §Y¡¸«ÈØ ä‹®ÈÉ§!«È ÿ¼Ðª·Ýÿ¼ ô¿Ø\n;;;;;;;;;;;;x;
no_special_gender_laws_active_tt;ïÆÉ©¹Ð²³Ì §Y©·ÙçÅÐ§! –ˆåÆÌ §Y¡¸«ÈØ ä‹®ÈÉ§!«È ÿ¼Ðª·Ýÿ¼ ô¿¬È «³ÎëÆØ\n;;;;;;;;;;;;x;
tribal_or_nomadic_government_tt;§YéŠì»É¬·Ý§! ñ»ÉëÆÌ §Yë‹è»É¬·Ý§! ¬·ÝéŠ®¸¬¸çÆÐ ¡³¬ÈØ\n;;;;;;;;;;;;x;
has_liege_vassal_or_neighbor_of_norse_religion_tt;§YìŠäÁÌ§!, §Yé»ÝªÈÌ§!, –ˆåÆÌ §Y«ÈëÁÛ ï»Ý®È¬³§! ¡³ §YGermanic§! ªÈÌ«³ÝëÆÐ ‘³çÆØ\n;;;;;;;;;;;;x;
