#		Crusader Kings 2 : Advanced Medieval Desires

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;

#		??;??;;;;;;;;;;;;;x


#		#		Traits
AMD_String_Virgin;®·¢¹;;;;;;;;;;;;;x
AMD_String_Cherry;æ»İ¬·İ;;;;;;;;;;;;;x
AMD_String_Virgin_or_Cherry;®·¢¹/æ»İ¬·İ;;;;;;;;;;;;;x
AMD_virgin;®·¢¹/æ»İ¬·İ(Virgin);;;;;;;;;;;;;x
AMD_virgin_desc;ëÆØ²´İùÇ ¡¹İ²·Ø«È «·ÚåÆÌ êÁÌ¡¹Ğ²³Ì ®·¢¹ –ˆåÆÌ æ»İ¬·İ«ÈÙ¢È¥³.\n«È ïÆÉª·İëÆÌ AMDèˆæŒùÇ «È©¸ÌïŒ«¸¨³Ì ¬·ÉëÀİô¿Ù¢È¥³.;;;;;;;;;;;;;x

AMD_virgin_girl;®·¢¹(Virgin);;;;;;;;;;;;;x
AMD_virgin_girl_desc;¡¹Ğ¬·İ¬·É«ÈÌ ª·İ²´İùÄùÇ ¡¹İ²·Ø«È «·ÚåÆÌ êÁÌ¡¹Ğ²³Ì ®·¢¹«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_virgin_boy;æ»İ¬·İ(Virgin);;;;;;;;;;;;;x
AMD_virgin_boy_desc;¡¹Ğ¬·İ¬·É«ÈÌ ª·İ²´İùÄùÇ ¡¹İ²·Ø«È «·ÚåÆÌ êÁÌ¡¹Ğ²³Ì æ»İ¬·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x

AMD_unused_trait_anal;®·İ¢¹Ì¨³É (AMD_unused_trait_anal);;;;;;;;;;;;;x
AMD_unused_trait_anal_desc;‡ŠèÁÌ«È ¡´ï»İô¿¬È «³ÎëÆÌ ª³İ°´çÆĞ ùÇ¨È²³åÆÌ trait. ®³É²³Ì«³«ÈçÆĞ ùÄ²³Ì ôÄÛèÁÌ«¸ ª³ëÀİ²³¡È ùÄ²´ ìÁÌ©È²´ÜëŒ¢³ ê»Ğ¬ÈÉ²È ˜ÆĞ ¡·Û ¡³á¬ÈÌ «³ÎëÆØ...;;;;;;;;;;;;;x

AMD_bodysize_gene_1;†ˆêˆ²¹İ(Tiny Size Gene);;;;;;;;;;;;;x
AMD_bodysize_gene_1_desc;¯´¦ÈÉ°·ùÇ ìÁİë‰ ªÈÌ®¸éŠùÄ îŒ¡ÈçÆĞ ¡¹Ğ¬·İ²³åÆÌ ë‹¬·Ì ïÆÉª·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_bodysize_gene_2;êˆ²¹İ(Small Size Gene);;;;;;;;;;;;;x
AMD_bodysize_gene_2_desc;¯´¦ÈÉ°·ùÇ ìÁİë‰ ªÈÌ®¸éŠùÄ îŒ¡ÈçÆĞ ¡¹Ğ¬·İ²³åÆÌ ë‹¬·Ì ïÆÉª·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_bodysize_gene_3;ìÁİ²¹İ(Regular Size Gene);;;;;;;;;;;;;x
AMD_bodysize_gene_3_desc;¯´¦ÈÉ°·ùÇ ìÁİë‰ ªÈÌ®¸éŠùÄ îŒ¡ÈçÆĞ ¡¹Ğ¬·İ²³åÆÌ ë‹¬·Ì ïÆÉª·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_bodysize_gene_4;¥´²¹İ(Big Size Gene);;;;;;;;;;;;;x
AMD_bodysize_gene_4_desc;¯´¦ÈÉ°·ùÇ ìÁİë‰ ªÈÌ®¸éŠùÄ îŒ¡ÈçÆĞ ¡¹Ğ¬·İ²³åÆÌ ë‹¬·Ì ïÆÉª·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_bodysize_gene_5;†ˆ¥´²¹İ(Huge Size Gene);;;;;;;;;;;;;x
AMD_bodysize_gene_5_desc;¯´¦ÈÉ°·ùÇ ìÁİë‰ ªÈÌ®¸éŠùÄ îŒ¡ÈçÆĞ ¡¹Ğ¬·İ²³åÆÌ ë‹¬·Ì ïÆÉª·İ«ÈÙ¢È¥³.;;;;;;;;;;;;;x

AMD_bodysize_gene_6;îŒ¡È6 (AMD_bodysize_gene_6);;;;;;;;;;;;;x
AMD_bodysize_gene_6_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_bodysize_gene_7;îŒ¡È7 (AMD_bodysize_gene_7);;;;;;;;;;;;;x
AMD_bodysize_gene_7_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_bodysize_gene_8;îŒ¡È8 (AMD_bodysize_gene_8);;;;;;;;;;;;;x
AMD_bodysize_gene_8_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_bodysize_gene_9;îŒ¡È9 (AMD_bodysize_gene_9);;;;;;;;;;;;;x
AMD_bodysize_gene_9_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x

AMD_penis_1;©³åÆĞ(Tiny Penis);;;;;;;;;;;;;x
AMD_penis_1_desc;”³Óäˆ ¡³åÆĞäˆ ©ÈÌ«µÉ²³Ì ¬³¬ÈĞëÆĞ ¡³¬ÈÌ «³Ì°³³ëÁÌ è»Ø«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_penis_2;¥³Ì¡·Ø(Small Penis);;;;;;;;;;;;;x
AMD_penis_2_desc;«ÈĞ©³Ì¬·É«ÈÌ ¢³Øª·İæÆĞéˆ¥³ ¬³ÉëÆÌ èŠ¡ÈçÆĞ ¡³¬Èäˆ «ÈÜêÆÙ¢È¥³.;;;;;;;;;;;;;x
AMD_penis_3;ìÁİ¡·Ø(Regular Penis);;;;;;;;;;;;;x
AMD_penis_3_desc;±¹İ©·Ø²³Ì ª·İ«ÈÌ ¢³Øª·İùÇ ª·İ¡È«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_penis_4;¬³İ¡·Ø(Big Penis);;;;;;;;;;;;;x
AMD_penis_4_desc;îŒäˆ «³çÆØ¥³ëÁÌ ¬³¬ÈĞëÆĞ ¡³¬Èäˆ «ÈÜêÆÙ¢È¥³.;;;;;;;;;;;;;x
AMD_penis_5;¨³¡·Ø(Huge Penis);;;;;;;;;;;;;x
AMD_penis_5_desc;«ÈÌ¡³Ì«È ¡³¬¹ª·åÆÌ «³Ìô¿Ğ èŠªÈèŠªÈ²³Ì èŠ¡ÈçÆĞ ¡³Ş†Šäˆ «ÈÜêÆÙ¢È¥³.;;;;;;;;;;;;;x

AMD_penis_6;ª·İ¡È6 (AMD_penis_6);;;;;;;;;;;;;x
AMD_penis_6_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_penis_7;ª·İ¡È7 (AMD_penis_7);;;;;;;;;;;;;x
AMD_penis_7_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_penis_8;ª·İ¡È8 (AMD_penis_8);;;;;;;;;;;;;x
AMD_penis_8_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x
AMD_penis_9;ª·İ¡È9 (AMD_penis_9);;;;;;;;;;;;;x
AMD_penis_9_desc;ªÈÌ®¸ îŒ¡È ªÈêŒ°¸Ø ©¹Ì¡¹İëÆĞ ¥´©È²³Ì placeholder.;;;;;;;;;;;;;x

AMD_breast_1;èŠë‹(Tiny Breast);;;;;;;;;;;;;x
AMD_breast_1_desc;¢³Ø¬³¢³ ¥³çÆØ«·ÚåÆÌ ±¹İ±¹İ²³Ì ¡³êÆØ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
AMD_breast_2;©ÈÌë‹(Small Breast);;;;;;;;;;;;;x
AMD_breast_2_desc;ª³Ğ”³É éŠğÁĞ«·ëˆçŒ¡ÈåÆÌ ²´Ü¬È¨³Ì êˆ¢¹®·¦·Ø ¬³ÉëÆÌ ¡³êÆØ«ÈÙ¢È¥³.;;;;;;;;;;;;;x
