#		Crusader Kings 2 : Advanced Medieval Desires

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;


#AMD_EV_DESC_LENGTH;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;	«È©¸ÌïŒ ®³Ý 1 line ¬¸²³Ì «µÉ 70byte

#«È©¸ÌïŒEvents;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;



AMD_EV_DESC_PLAY_1001_C;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_ATK.GetTitledFirstName]ò¼ [AMD_ET_DEF.GetTitledFirstName]«È ª·Ýò¼Ì¡ºçÆÐ ¡³¬ÈåÆÌ ¢´ëÀÝëŒçˆª·, ð‰ªÈô¿åÆÌ «È©¸ÌïŒåÆÌ «·ÚêÆÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1001_T;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_TB.GetTitledFirstName]ò¼ [AMD_ET_TS.GetTitledFirstName]«È éÁÐêÁÌ²³Ì è»É¬·ÉëŒçˆ ª·Ýò¼Ì¡ºçÆÐ ¡³¬ÈåÆÌ ¢´ëÀÝëŒçˆª·, ð‰ªÈô¿åÆÌ «È©¸ÌïŒåÆÌ «·ÚêÆÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1001_R;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_RA.GetTitledFirstName]«È [AMD_ET_RV.GetTitledFirstName]ëÆÐ ¡·Ù°³Ð²³åÆÌ ¢´ëÀÝëŒçˆª·, ð‰ªÈô¿åÆÌ «È©¸ÌïŒåÆÌ «·ÚêÆÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1002_C;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_ATK.GetTitledFirstName]ò¼ [AMD_ET_DEF.GetTitledFirstName]«È ª·Ýò¼Ì¡ºçÆÐ ¡³¬ÈåÆÌ ¢´ëÀÝùÇ ¥³Ì«ÈÐ «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1002_R;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_RA.GetTitledFirstName]«È [AMD_ET_RV.GetTitledFirstName]ëÆÐ ¡·Ù°³Ð²³åÆÌ ¢´ëÀÝùÇ ¥³Ì«ÈÐ «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1003_C;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_ATK.GetTitledFirstName]ò¼ [AMD_ET_DEF.GetTitledFirstName]«È ª·Ýò¼Ì¡ºçÆÐ ¡³¬ÈåÆÌ ¢´ëÀÝùÇ «¹Ìê»É «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1003_R;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_RA.GetTitledFirstName]«È [AMD_ET_RV.GetTitledFirstName]ëÆÐ ¡·Ù°³Ð²³åÆÌ ¢´ëÀÝùÇ «¹Ìê»É «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1124_C;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_OH.GetTitledFirstName]«È éÁÐïÆÉ¬·Ý ¥³êŠù¼ ª·Ýò¼Ì¡ºçÆÐ ¡³¬ÈåÆÌ ¢´ëÀÝùÇ ¥³Ì«ÈÐ «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1124_R;[From.GetTitledFirstName]ëÆÌ ¥³ÝªÈÌëÆÐ ª·Ý¬·É ¥´ª³ÝëŒçˆ ²³åÆÌ «È©¸ÌïŒçÆÐ ªÈÐ²´Ý²³«¹ÜêÆÙ¢È¥³. [AMD_ET_OH.GetTitledFirstName]«È éÁÐïÆÉ¬·Ý ¥³êŠ«¸¡¸ ¡³Ý¡³Ì¥³Ý²³åÆÌ ¢´ëÀÝùÇ ¥³Ì«ÈÐ «È©¸ÌïŒ«ÈÙ¢È¥³.;;;;;;;;;;;;x;

