#		Crusader Kings 2 : Advanced Medieval Desires

#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;


#AMD_EV_DESC_LENGTH;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;	이벤트 창 1 line 제한 약 70byte

#이벤트Events;0000000001000000000200000000030000000004000000000500000000060000000007;;;;;;;;;;;;;x;



AMD_EV_DESC_PLAY_1001_C;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_ATK.GetTitledFirstName]과 [AMD_ET_DEF.GetTitledFirstName]이 성관계를 가지는 내용으로서, 표시되는 이벤트는 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1001_T;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_TB.GetTitledFirstName]과 [AMD_ET_TS.GetTitledFirstName]이 불순한 목적으로 성관계를 가지는 내용으로서, 표시되는 이벤트는 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1001_R;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_RA.GetTitledFirstName]이 [AMD_ET_RV.GetTitledFirstName]을 겁탈하는 내용으로서, 표시되는 이벤트는 없습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1002_C;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_ATK.GetTitledFirstName]과 [AMD_ET_DEF.GetTitledFirstName]이 성관계를 가지는 내용의 단일 이벤트입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1002_R;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_RA.GetTitledFirstName]이 [AMD_ET_RV.GetTitledFirstName]을 겁탈하는 내용의 단일 이벤트입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1003_C;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_ATK.GetTitledFirstName]과 [AMD_ET_DEF.GetTitledFirstName]이 성관계를 가지는 내용의 연속 이벤트입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1003_R;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_RA.GetTitledFirstName]이 [AMD_ET_RV.GetTitledFirstName]을 겁탈하는 내용의 연속 이벤트입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1124_C;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_OH.GetTitledFirstName]이 불특정 다수와 성관계를 가지는 내용의 단일 이벤트입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1124_R;[From.GetTitledFirstName]은 당신을 성적 대상으로 하는 이벤트를 실행하였습니다. [AMD_ET_OH.GetTitledFirstName]이 불특정 다수에게 강간당하는 내용의 단일 이벤트입니다.;;;;;;;;;;;;x;

AMD_EV_OPT_PLAY_1001_1;그런 파렴치한 행위는 용납할 수 없다!;;;;;;;;;;;;x;
AMD_EV_String_PLAY_1001_1;해당 이벤트를 중지하고 [From.GetFirstName]에게 알립니다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_1001_2;마음대로 해라.;;;;;;;;;;;;x;
AMD_EV_String_PLAY_1001_2;[From.GetFirstName]은 이벤트를 계속 진행합니다. 당신에게는 관련 이벤트는 날아오지 않습니다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_1001_3;내가 직접 봐야겠다!;;;;;;;;;;;;x;
AMD_EV_String_PLAY_1001_3;[From.GetFirstName]은 이벤트를 보지 않기로 했지만, 당신이 원한다면 해당 내용에 관한 단일 이벤트를 보실 수 있습니다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_1002_3;좋은 건 같이 봐야지!;;;;;;;;;;;;x;
AMD_EV_String_PLAY_1002_3;[From.GetFirstName]은 이벤트를 계속 실행하고, 당신에게도 거의 같은 이벤트를 보여줍니다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_1003_3;마! 우리가 남이가! 쓰까묵자!;;;;;;;;;;;;x;
AMD_EV_String_PLAY_1003_3;[From.GetFirstName]은 이벤트를 계속 실행하고, 당신에게도 관련 이벤트가 실행됩니다. 또한 당신의 선택이 이벤트 내용에 영향을 주게 됩니다!;;;;;;;;;;;;x;


AMD_EV_DESC_PLAY_1000;이벤트 중단!\n[From.GetBestName]은 당신의 성적 대상이 되는 것을 강력하게 거부하였습니다. Crusader Kings 2는 정치적으로 올바른 12세 이용가 건전 게임입니다.;;;;;;;;;;;;x;
AMD_EV_OPT_PLAY_1000;씁, 어쩔 수 없지.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1005;[From.GetBestName]은 정치사회종교적으로 올바르고 건전한 밤문화의 발전을 위해 당신이 시급하게 수행해야만 하는 중차대한 업무가 발생했다고 합니다. 아무래도 오늘 밤 뜨거운 시간은 기대하기 어렵겠네요.;;;;;;;;;;;;x;


AMD_EV_DESC_PLAY_1190;에러 발생!\n박이, 박힘이, 구경꾼이 지정되지 않은 것 같습니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1191;에러 발생!\n이해할 수 없는 종족 조합입니다.;;;;;;;;;;;;x;
AMD_EV_DESC_PLAY_1192;에러 발생!\nPC/NPC 판정에 오류가 있습니다.;;;;;;;;;;;;x;
